Pokedex Number,Pokemon,Link,HP,Attack,Defense,Speed,Special Attack,Special Defense,Stat Total
0337,Lunatone,https://bulbapedia.bulbagarden.net/wiki/Lunatone_(Pok%C3%A9mon),90,55,65,70,95,85,460
0338,Solrock,https://bulbapedia.bulbagarden.net/wiki/Solrock_(Pok%C3%A9mon),90,95,85,70,55,65,460
0339,Barboach,https://bulbapedia.bulbagarden.net/wiki/Barboach_(Pok%C3%A9mon),50,48,43,60,46,41,288
0340,Whiscash,https://bulbapedia.bulbagarden.net/wiki/Whiscash_(Pok%C3%A9mon),110,78,73,60,76,71,468
0341,Corphish,https://bulbapedia.bulbagarden.net/wiki/Corphish_(Pok%C3%A9mon),43,80,65,35,50,35,308
0342,Crawdaunt,https://bulbapedia.bulbagarden.net/wiki/Crawdaunt_(Pok%C3%A9mon),63,120,85,55,90,55,468
0343,Baltoy,https://bulbapedia.bulbagarden.net/wiki/Baltoy_(Pok%C3%A9mon),40,40,55,55,40,70,300
0344,Claydol,https://bulbapedia.bulbagarden.net/wiki/Claydol_(Pok%C3%A9mon),60,70,105,75,70,120,500
0345,Lileep,https://bulbapedia.bulbagarden.net/wiki/Lileep_(Pok%C3%A9mon),66,41,77,23,61,87,355
0346,Cradily,https://bulbapedia.bulbagarden.net/wiki/Cradily_(Pok%C3%A9mon),86,81,97,43,81,107,495
0347,Anorith,https://bulbapedia.bulbagarden.net/wiki/Anorith_(Pok%C3%A9mon),45,95,50,75,40,50,355
0348,Armaldo,https://bulbapedia.bulbagarden.net/wiki/Armaldo_(Pok%C3%A9mon),75,125,100,45,70,80,495
0349,Feebas,https://bulbapedia.bulbagarden.net/wiki/Feebas_(Pok%C3%A9mon),20,15,20,80,10,55,200
0350,Milotic,https://bulbapedia.bulbagarden.net/wiki/Milotic_(Pok%C3%A9mon),95,60,79,81,100,125,540
0351,Castform,https://bulbapedia.bulbagarden.net/wiki/Castform_(Pok%C3%A9mon),70,70,70,70,70,70,420
0352,Kecleon,https://bulbapedia.bulbagarden.net/wiki/Kecleon_(Pok%C3%A9mon),60,90,70,40,60,120,440
0353,Shuppet,https://bulbapedia.bulbagarden.net/wiki/Shuppet_(Pok%C3%A9mon),44,75,35,45,63,33,295
0354,Banette,https://bulbapedia.bulbagarden.net/wiki/Banette_(Pok%C3%A9mon),64,115,65,65,83,63,455
0354,Banette Mega Banette,https://bulbapedia.bulbagarden.net/wiki/Banette_(Pok%C3%A9mon),64,165,75,75,93,83,555
0355,Duskull,https://bulbapedia.bulbagarden.net/wiki/Duskull_(Pok%C3%A9mon),20,40,90,25,30,90,295
0356,Dusclops,https://bulbapedia.bulbagarden.net/wiki/Dusclops_(Pok%C3%A9mon),40,70,130,25,60,130,455
0357,Tropius,https://bulbapedia.bulbagarden.net/wiki/Tropius_(Pok%C3%A9mon),99,68,83,51,72,87,460
0358,Chimecho,https://bulbapedia.bulbagarden.net/wiki/Chimecho_(Pok%C3%A9mon),75,50,80,65,95,90,455
0359,Absol,https://bulbapedia.bulbagarden.net/wiki/Absol_(Pok%C3%A9mon),65,130,60,75,75,60,465
0359,Absol Mega Absol,https://bulbapedia.bulbagarden.net/wiki/Absol_(Pok%C3%A9mon),65,150,60,115,115,60,565
0360,Wynaut,https://bulbapedia.bulbagarden.net/wiki/Wynaut_(Pok%C3%A9mon),95,23,48,23,23,48,260
0361,Snorunt,https://bulbapedia.bulbagarden.net/wiki/Snorunt_(Pok%C3%A9mon),50,50,50,50,50,50,300
0362,Glalie,https://bulbapedia.bulbagarden.net/wiki/Glalie_(Pok%C3%A9mon),80,80,80,80,80,80,480
0362,Glalie Mega Glalie,https://bulbapedia.bulbagarden.net/wiki/Glalie_(Pok%C3%A9mon),80,120,80,100,120,80,580
0363,Spheal,https://bulbapedia.bulbagarden.net/wiki/Spheal_(Pok%C3%A9mon),70,40,50,25,55,50,290
0364,Sealeo,https://bulbapedia.bulbagarden.net/wiki/Sealeo_(Pok%C3%A9mon),90,60,70,45,75,70,410
0365,Walrein,https://bulbapedia.bulbagarden.net/wiki/Walrein_(Pok%C3%A9mon),110,80,90,65,95,90,530
0366,Clamperl,https://bulbapedia.bulbagarden.net/wiki/Clamperl_(Pok%C3%A9mon),35,64,85,32,74,55,345
0367,Huntail,https://bulbapedia.bulbagarden.net/wiki/Huntail_(Pok%C3%A9mon),55,104,105,52,94,75,485
0368,Gorebyss,https://bulbapedia.bulbagarden.net/wiki/Gorebyss_(Pok%C3%A9mon),55,84,105,52,114,75,485
0369,Relicanth,https://bulbapedia.bulbagarden.net/wiki/Relicanth_(Pok%C3%A9mon),100,90,130,55,45,65,485
0370,Luvdisc,https://bulbapedia.bulbagarden.net/wiki/Luvdisc_(Pok%C3%A9mon),43,30,55,97,40,65,330
0371,Bagon,https://bulbapedia.bulbagarden.net/wiki/Bagon_(Pok%C3%A9mon),45,75,60,50,40,30,300
0372,Shelgon,https://bulbapedia.bulbagarden.net/wiki/Shelgon_(Pok%C3%A9mon),65,95,100,50,60,50,420
0373,Salamence,https://bulbapedia.bulbagarden.net/wiki/Salamence_(Pok%C3%A9mon),95,135,80,100,110,80,600
0373,Salamence Mega Salamence,https://bulbapedia.bulbagarden.net/wiki/Salamence_(Pok%C3%A9mon),95,145,130,120,120,90,700
0374,Beldum,https://bulbapedia.bulbagarden.net/wiki/Beldum_(Pok%C3%A9mon),40,55,80,30,35,60,300
0375,Metang,https://bulbapedia.bulbagarden.net/wiki/Metang_(Pok%C3%A9mon),60,75,100,50,55,80,420
0376,Metagross,https://bulbapedia.bulbagarden.net/wiki/Metagross_(Pok%C3%A9mon),80,135,130,70,95,90,600
0376,Metagross Mega Metagross,https://bulbapedia.bulbagarden.net/wiki/Metagross_(Pok%C3%A9mon),80,145,150,110,105,110,700
0377,Regirock,https://bulbapedia.bulbagarden.net/wiki/Regirock_(Pok%C3%A9mon),80,100,200,50,50,100,580
0378,Regice,https://bulbapedia.bulbagarden.net/wiki/Regice_(Pok%C3%A9mon),80,50,100,50,100,200,580
0379,Registeel,https://bulbapedia.bulbagarden.net/wiki/Registeel_(Pok%C3%A9mon),80,75,150,50,75,150,580
0380,Latias,https://bulbapedia.bulbagarden.net/wiki/Latias_(Pok%C3%A9mon),80,80,90,110,110,130,600
0380,Latias Mega Latias,https://bulbapedia.bulbagarden.net/wiki/Latias_(Pok%C3%A9mon),80,100,120,110,140,150,700
0381,Latios,https://bulbapedia.bulbagarden.net/wiki/Latios_(Pok%C3%A9mon),80,90,80,110,130,110,600
0381,Latios Mega Latios,https://bulbapedia.bulbagarden.net/wiki/Latios_(Pok%C3%A9mon),80,130,100,110,160,120,700
0382,Kyogre,https://bulbapedia.bulbagarden.net/wiki/Kyogre_(Pok%C3%A9mon),100,100,90,90,150,140,670
0382,Kyogre Primal Kyogre,https://bulbapedia.bulbagarden.net/wiki/Kyogre_(Pok%C3%A9mon),100,150,90,90,180,160,770
0383,Groudon,https://bulbapedia.bulbagarden.net/wiki/Groudon_(Pok%C3%A9mon),100,150,140,90,100,90,670
0383,Groudon Primal Groudon,https://bulbapedia.bulbagarden.net/wiki/Groudon_(Pok%C3%A9mon),100,180,160,90,150,90,770
0384,Rayquaza,https://bulbapedia.bulbagarden.net/wiki/Rayquaza_(Pok%C3%A9mon),105,150,90,95,150,90,680
0384,Rayquaza Mega Rayquaza,https://bulbapedia.bulbagarden.net/wiki/Rayquaza_(Pok%C3%A9mon),105,180,100,115,180,100,780
0385,Jirachi,https://bulbapedia.bulbagarden.net/wiki/Jirachi_(Pok%C3%A9mon),100,100,100,100,100,100,600
0386,Deoxys Normal Forme,https://bulbapedia.bulbagarden.net/wiki/Deoxys_(Pok%C3%A9mon),50,150,50,150,150,50,600
0386,Deoxys Attack Forme,https://bulbapedia.bulbagarden.net/wiki/Deoxys_(Pok%C3%A9mon),50,180,20,150,180,20,600
0386,Deoxys Defense Forme,https://bulbapedia.bulbagarden.net/wiki/Deoxys_(Pok%C3%A9mon),50,70,160,90,70,160,600
0386,Deoxys Speed Forme,https://bulbapedia.bulbagarden.net/wiki/Deoxys_(Pok%C3%A9mon),50,95,90,180,95,90,600
0387,Turtwig,https://bulbapedia.bulbagarden.net/wiki/Turtwig_(Pok%C3%A9mon),55,68,64,31,45,55,318
0388,Grotle,https://bulbapedia.bulbagarden.net/wiki/Grotle_(Pok%C3%A9mon),75,89,85,36,55,65,405
0389,Torterra,https://bulbapedia.bulbagarden.net/wiki/Torterra_(Pok%C3%A9mon),95,109,105,56,75,85,525
0390,Chimchar,https://bulbapedia.bulbagarden.net/wiki/Chimchar_(Pok%C3%A9mon),44,58,44,61,58,44,309
0391,Monferno,https://bulbapedia.bulbagarden.net/wiki/Monferno_(Pok%C3%A9mon),64,78,52,81,78,52,405
0392,Infernape,https://bulbapedia.bulbagarden.net/wiki/Infernape_(Pok%C3%A9mon),76,104,71,108,104,71,534
0393,Piplup,https://bulbapedia.bulbagarden.net/wiki/Piplup_(Pok%C3%A9mon),53,51,53,40,61,56,314
0394,Prinplup,https://bulbapedia.bulbagarden.net/wiki/Prinplup_(Pok%C3%A9mon),64,66,68,50,81,76,405
0395,Empoleon,https://bulbapedia.bulbagarden.net/wiki/Empoleon_(Pok%C3%A9mon),84,86,88,60,111,101,530
0396,Starly,https://bulbapedia.bulbagarden.net/wiki/Starly_(Pok%C3%A9mon),40,55,30,60,30,30,245
0397,Staravia,https://bulbapedia.bulbagarden.net/wiki/Staravia_(Pok%C3%A9mon),55,75,50,80,40,40,340
0398,Staraptor,https://bulbapedia.bulbagarden.net/wiki/Staraptor_(Pok%C3%A9mon),85,120,70,100,50,60,485
0399,Bidoof,https://bulbapedia.bulbagarden.net/wiki/Bidoof_(Pok%C3%A9mon),59,45,40,31,35,40,250
0400,Bibarel,https://bulbapedia.bulbagarden.net/wiki/Bibarel_(Pok%C3%A9mon),79,85,60,71,55,60,410
0401,Kricketot,https://bulbapedia.bulbagarden.net/wiki/Kricketot_(Pok%C3%A9mon),37,25,41,25,25,41,194
0402,Kricketune,https://bulbapedia.bulbagarden.net/wiki/Kricketune_(Pok%C3%A9mon),77,85,51,65,55,51,384
0403,Shinx,https://bulbapedia.bulbagarden.net/wiki/Shinx_(Pok%C3%A9mon),45,65,34,45,40,34,263
0404,Luxio,https://bulbapedia.bulbagarden.net/wiki/Luxio_(Pok%C3%A9mon),60,85,49,60,60,49,363
0405,Luxray,https://bulbapedia.bulbagarden.net/wiki/Luxray_(Pok%C3%A9mon),80,120,79,70,95,79,523
0406,Budew,https://bulbapedia.bulbagarden.net/wiki/Budew_(Pok%C3%A9mon),40,30,35,55,50,70,280
0407,Roserade,https://bulbapedia.bulbagarden.net/wiki/Roserade_(Pok%C3%A9mon),60,70,65,90,125,105,515
0408,Cranidos,https://bulbapedia.bulbagarden.net/wiki/Cranidos_(Pok%C3%A9mon),67,125,40,58,30,30,350
0409,Rampardos,https://bulbapedia.bulbagarden.net/wiki/Rampardos_(Pok%C3%A9mon),97,165,60,58,65,50,495
0410,Shieldon,https://bulbapedia.bulbagarden.net/wiki/Shieldon_(Pok%C3%A9mon),30,42,118,30,42,88,350
0411,Bastiodon,https://bulbapedia.bulbagarden.net/wiki/Bastiodon_(Pok%C3%A9mon),60,52,168,30,47,138,495
0412,Burmy,https://bulbapedia.bulbagarden.net/wiki/Burmy_(Pok%C3%A9mon),40,29,45,36,29,45,224
0413,Wormadam Plant Cloak,https://bulbapedia.bulbagarden.net/wiki/Wormadam_(Pok%C3%A9mon),60,59,85,36,79,105,424
0413,Wormadam Sandy Cloak,https://bulbapedia.bulbagarden.net/wiki/Wormadam_(Pok%C3%A9mon),60,79,105,36,59,85,424
0413,Wormadam Trash Cloak,https://bulbapedia.bulbagarden.net/wiki/Wormadam_(Pok%C3%A9mon),60,69,95,36,69,95,424
0414,Mothim,https://bulbapedia.bulbagarden.net/wiki/Mothim_(Pok%C3%A9mon),70,94,50,66,94,50,424
0415,Combee,https://bulbapedia.bulbagarden.net/wiki/Combee_(Pok%C3%A9mon),30,30,42,70,30,42,244
0416,Vespiquen,https://bulbapedia.bulbagarden.net/wiki/Vespiquen_(Pok%C3%A9mon),70,80,102,40,80,102,474
0417,Pachirisu,https://bulbapedia.bulbagarden.net/wiki/Pachirisu_(Pok%C3%A9mon),60,45,70,95,45,90,405
0418,Buizel,https://bulbapedia.bulbagarden.net/wiki/Buizel_(Pok%C3%A9mon),55,65,35,85,60,30,330
0419,Floatzel,https://bulbapedia.bulbagarden.net/wiki/Floatzel_(Pok%C3%A9mon),85,105,55,115,85,50,495
0420,Cherubi,https://bulbapedia.bulbagarden.net/wiki/Cherubi_(Pok%C3%A9mon),45,35,45,35,62,53,275
0421,Cherrim,https://bulbapedia.bulbagarden.net/wiki/Cherrim_(Pok%C3%A9mon),70,60,70,85,87,78,450
0422,Shellos,https://bulbapedia.bulbagarden.net/wiki/Shellos_(Pok%C3%A9mon),76,48,48,34,57,62,325
0423,Gastrodon,https://bulbapedia.bulbagarden.net/wiki/Gastrodon_(Pok%C3%A9mon),111,83,68,39,92,82,475
0424,Ambipom,https://bulbapedia.bulbagarden.net/wiki/Ambipom_(Pok%C3%A9mon),75,100,66,115,60,66,482
0425,Drifloon,https://bulbapedia.bulbagarden.net/wiki/Drifloon_(Pok%C3%A9mon),90,50,34,70,60,44,348
0426,Drifblim,https://bulbapedia.bulbagarden.net/wiki/Drifblim_(Pok%C3%A9mon),150,80,44,80,90,54,498
0427,Buneary,https://bulbapedia.bulbagarden.net/wiki/Buneary_(Pok%C3%A9mon),55,66,44,85,44,56,350
0428,Lopunny,https://bulbapedia.bulbagarden.net/wiki/Lopunny_(Pok%C3%A9mon),65,76,84,105,54,96,480
0428,Lopunny Mega Lopunny,https://bulbapedia.bulbagarden.net/wiki/Lopunny_(Pok%C3%A9mon),65,136,94,135,54,96,580
0429,Mismagius,https://bulbapedia.bulbagarden.net/wiki/Mismagius_(Pok%C3%A9mon),60,60,60,105,105,105,495
0430,Honchkrow,https://bulbapedia.bulbagarden.net/wiki/Honchkrow_(Pok%C3%A9mon),100,125,52,71,105,52,505
0431,Glameow,https://bulbapedia.bulbagarden.net/wiki/Glameow_(Pok%C3%A9mon),49,55,42,85,42,37,310
0432,Purugly,https://bulbapedia.bulbagarden.net/wiki/Purugly_(Pok%C3%A9mon),71,82,64,112,64,59,452
0433,Chingling,https://bulbapedia.bulbagarden.net/wiki/Chingling_(Pok%C3%A9mon),45,30,50,45,65,50,285
0434,Stunky,https://bulbapedia.bulbagarden.net/wiki/Stunky_(Pok%C3%A9mon),63,63,47,74,41,41,329
0435,Skuntank,https://bulbapedia.bulbagarden.net/wiki/Skuntank_(Pok%C3%A9mon),103,93,67,84,71,61,479
0436,Bronzor,https://bulbapedia.bulbagarden.net/wiki/Bronzor_(Pok%C3%A9mon),57,24,86,23,24,86,300
0437,Bronzong,https://bulbapedia.bulbagarden.net/wiki/Bronzong_(Pok%C3%A9mon),67,89,116,33,79,116,500
0438,Bonsly,https://bulbapedia.bulbagarden.net/wiki/Bonsly_(Pok%C3%A9mon),50,80,95,10,10,45,290
0439,Mime Jr.,https://bulbapedia.bulbagarden.net/wiki/Mime_Jr._(Pok%C3%A9mon),20,25,45,60,70,90,310
0440,Happiny,https://bulbapedia.bulbagarden.net/wiki/Happiny_(Pok%C3%A9mon),100,5,5,30,15,65,220
0441,Chatot,https://bulbapedia.bulbagarden.net/wiki/Chatot_(Pok%C3%A9mon),76,65,45,91,92,42,411
0442,Spiritomb,https://bulbapedia.bulbagarden.net/wiki/Spiritomb_(Pok%C3%A9mon),50,92,108,35,92,108,485
0443,Gible,https://bulbapedia.bulbagarden.net/wiki/Gible_(Pok%C3%A9mon),58,70,45,42,40,45,300
0444,Gabite,https://bulbapedia.bulbagarden.net/wiki/Gabite_(Pok%C3%A9mon),68,90,65,82,50,55,410
0445,Garchomp,https://bulbapedia.bulbagarden.net/wiki/Garchomp_(Pok%C3%A9mon),108,130,95,102,80,85,600
0445,Garchomp Mega Garchomp,https://bulbapedia.bulbagarden.net/wiki/Garchomp_(Pok%C3%A9mon),108,170,115,92,120,95,700
0446,Munchlax,https://bulbapedia.bulbagarden.net/wiki/Munchlax_(Pok%C3%A9mon),135,85,40,5,40,85,390
0447,Riolu,https://bulbapedia.bulbagarden.net/wiki/Riolu_(Pok%C3%A9mon),40,70,40,60,35,40,285
0448,Lucario,https://bulbapedia.bulbagarden.net/wiki/Lucario_(Pok%C3%A9mon),70,110,70,90,115,70,525
0448,Lucario Mega Lucario,https://bulbapedia.bulbagarden.net/wiki/Lucario_(Pok%C3%A9mon),70,145,88,112,140,70,625
0449,Hippopotas,https://bulbapedia.bulbagarden.net/wiki/Hippopotas_(Pok%C3%A9mon),68,72,78,32,38,42,330
0450,Hippowdon,https://bulbapedia.bulbagarden.net/wiki/Hippowdon_(Pok%C3%A9mon),108,112,118,47,68,72,525
0451,Skorupi,https://bulbapedia.bulbagarden.net/wiki/Skorupi_(Pok%C3%A9mon),40,50,90,65,30,55,330
0452,Drapion,https://bulbapedia.bulbagarden.net/wiki/Drapion_(Pok%C3%A9mon),70,90,110,95,60,75,500
0453,Croagunk,https://bulbapedia.bulbagarden.net/wiki/Croagunk_(Pok%C3%A9mon),48,61,40,50,61,40,300
0454,Toxicroak,https://bulbapedia.bulbagarden.net/wiki/Toxicroak_(Pok%C3%A9mon),83,106,65,85,86,65,490
0455,Carnivine,https://bulbapedia.bulbagarden.net/wiki/Carnivine_(Pok%C3%A9mon),74,100,72,46,90,72,454
0456,Finneon,https://bulbapedia.bulbagarden.net/wiki/Finneon_(Pok%C3%A9mon),49,49,56,66,49,61,330
0457,Lumineon,https://bulbapedia.bulbagarden.net/wiki/Lumineon_(Pok%C3%A9mon),69,69,76,91,69,86,460
0458,Mantyke,https://bulbapedia.bulbagarden.net/wiki/Mantyke_(Pok%C3%A9mon),45,20,50,50,60,120,345
0459,Snover,https://bulbapedia.bulbagarden.net/wiki/Snover_(Pok%C3%A9mon),60,62,50,40,62,60,334
0460,Abomasnow,https://bulbapedia.bulbagarden.net/wiki/Abomasnow_(Pok%C3%A9mon),90,92,75,60,92,85,494
0460,Abomasnow Mega Abomasnow,https://bulbapedia.bulbagarden.net/wiki/Abomasnow_(Pok%C3%A9mon),90,132,105,30,132,105,594
0461,Weavile,https://bulbapedia.bulbagarden.net/wiki/Weavile_(Pok%C3%A9mon),70,120,65,125,45,85,510
0462,Magnezone,https://bulbapedia.bulbagarden.net/wiki/Magnezone_(Pok%C3%A9mon),70,70,115,60,130,90,535
0463,Lickilicky,https://bulbapedia.bulbagarden.net/wiki/Lickilicky_(Pok%C3%A9mon),110,85,95,50,80,95,515
0464,Rhyperior,https://bulbapedia.bulbagarden.net/wiki/Rhyperior_(Pok%C3%A9mon),115,140,130,40,55,55,535
0465,Tangrowth,https://bulbapedia.bulbagarden.net/wiki/Tangrowth_(Pok%C3%A9mon),100,100,125,50,110,50,535
0466,Electivire,https://bulbapedia.bulbagarden.net/wiki/Electivire_(Pok%C3%A9mon),75,123,67,95,95,85,540
0467,Magmortar,https://bulbapedia.bulbagarden.net/wiki/Magmortar_(Pok%C3%A9mon),75,95,67,83,125,95,540
0468,Togekiss,https://bulbapedia.bulbagarden.net/wiki/Togekiss_(Pok%C3%A9mon),85,50,95,80,120,115,545
0469,Yanmega,https://bulbapedia.bulbagarden.net/wiki/Yanmega_(Pok%C3%A9mon),86,76,86,95,116,56,515
0470,Leafeon,https://bulbapedia.bulbagarden.net/wiki/Leafeon_(Pok%C3%A9mon),65,110,130,95,60,65,525
0471,Glaceon,https://bulbapedia.bulbagarden.net/wiki/Glaceon_(Pok%C3%A9mon),65,60,110,65,130,95,525
0472,Gliscor,https://bulbapedia.bulbagarden.net/wiki/Gliscor_(Pok%C3%A9mon),75,95,125,95,45,75,510
0473,Mamoswine,https://bulbapedia.bulbagarden.net/wiki/Mamoswine_(Pok%C3%A9mon),110,130,80,80,70,60,530
0474,Porygon-Z,https://bulbapedia.bulbagarden.net/wiki/Porygon-Z_(Pok%C3%A9mon),85,80,70,90,135,75,535
0475,Gallade,https://bulbapedia.bulbagarden.net/wiki/Gallade_(Pok%C3%A9mon),68,125,65,80,65,115,518
0475,Gallade Mega Gallade,https://bulbapedia.bulbagarden.net/wiki/Gallade_(Pok%C3%A9mon),68,165,95,110,65,115,618
0476,Probopass,https://bulbapedia.bulbagarden.net/wiki/Probopass_(Pok%C3%A9mon),60,55,145,40,75,150,525
0477,Dusknoir,https://bulbapedia.bulbagarden.net/wiki/Dusknoir_(Pok%C3%A9mon),45,100,135,45,65,135,525
0478,Froslass,https://bulbapedia.bulbagarden.net/wiki/Froslass_(Pok%C3%A9mon),70,80,70,110,80,70,480
0478,Froslass Mega Froslass,https://bulbapedia.bulbagarden.net/wiki/Froslass_(Pok%C3%A9mon),70,80,70,120,140,100,580
0479,Rotom,https://bulbapedia.bulbagarden.net/wiki/Rotom_(Pok%C3%A9mon),50,50,77,91,95,77,440
0479,Rotom Heat Rotom,https://bulbapedia.bulbagarden.net/wiki/Rotom_(Pok%C3%A9mon),50,65,107,86,105,107,520
0479,Rotom Wash Rotom,https://bulbapedia.bulbagarden.net/wiki/Rotom_(Pok%C3%A9mon),50,65,107,86,105,107,520
0479,Rotom Frost Rotom,https://bulbapedia.bulbagarden.net/wiki/Rotom_(Pok%C3%A9mon),50,65,107,86,105,107,520
0479,Rotom Fan Rotom,https://bulbapedia.bulbagarden.net/wiki/Rotom_(Pok%C3%A9mon),50,65,107,86,105,107,520
0479,Rotom Mow Rotom,https://bulbapedia.bulbagarden.net/wiki/Rotom_(Pok%C3%A9mon),50,65,107,86,105,107,520
0480,Uxie,https://bulbapedia.bulbagarden.net/wiki/Uxie_(Pok%C3%A9mon),75,75,130,95,75,130,580
0481,Mesprit,https://bulbapedia.bulbagarden.net/wiki/Mesprit_(Pok%C3%A9mon),80,105,105,80,105,105,580
0482,Azelf,https://bulbapedia.bulbagarden.net/wiki/Azelf_(Pok%C3%A9mon),75,125,70,115,125,70,580
0483,Dialga,https://bulbapedia.bulbagarden.net/wiki/Dialga_(Pok%C3%A9mon),100,120,120,90,150,100,680
0483,Dialga Origin Forme,https://bulbapedia.bulbagarden.net/wiki/Dialga_(Pok%C3%A9mon),100,100,120,90,150,120,680
0484,Palkia,https://bulbapedia.bulbagarden.net/wiki/Palkia_(Pok%C3%A9mon),90,120,100,100,150,120,680
0484,Palkia Origin Forme,https://bulbapedia.bulbagarden.net/wiki/Palkia_(Pok%C3%A9mon),90,100,100,120,150,120,680
0485,Heatran,https://bulbapedia.bulbagarden.net/wiki/Heatran_(Pok%C3%A9mon),91,90,106,77,130,106,600
0486,Regigigas,https://bulbapedia.bulbagarden.net/wiki/Regigigas_(Pok%C3%A9mon),110,160,110,100,80,110,670
0487,Giratina Altered Forme,https://bulbapedia.bulbagarden.net/wiki/Giratina_(Pok%C3%A9mon),150,100,120,90,100,120,680
0487,Giratina Origin Forme,https://bulbapedia.bulbagarden.net/wiki/Giratina_(Pok%C3%A9mon),150,120,100,90,120,100,680
0488,Cresselia,https://bulbapedia.bulbagarden.net/wiki/Cresselia_(Pok%C3%A9mon),120,70,110,85,75,120,580
0489,Phione,https://bulbapedia.bulbagarden.net/wiki/Phione_(Pok%C3%A9mon),80,80,80,80,80,80,480
0490,Manaphy,https://bulbapedia.bulbagarden.net/wiki/Manaphy_(Pok%C3%A9mon),100,100,100,100,100,100,600
0491,Darkrai,https://bulbapedia.bulbagarden.net/wiki/Darkrai_(Pok%C3%A9mon),70,90,90,125,135,90,600
0492,Shaymin Land Forme,https://bulbapedia.bulbagarden.net/wiki/Shaymin_(Pok%C3%A9mon),100,100,100,100,100,100,600
0492,Shaymin Sky Forme,https://bulbapedia.bulbagarden.net/wiki/Shaymin_(Pok%C3%A9mon),100,103,75,127,120,75,600
0493,Arceus,https://bulbapedia.bulbagarden.net/wiki/Arceus_(Pok%C3%A9mon),120,120,120,120,120,120,720
0494,Victini,https://bulbapedia.bulbagarden.net/wiki/Victini_(Pok%C3%A9mon),100,100,100,100,100,100,600
0495,Snivy,https://bulbapedia.bulbagarden.net/wiki/Snivy_(Pok%C3%A9mon),45,45,55,63,45,55,308
0496,Servine,https://bulbapedia.bulbagarden.net/wiki/Servine_(Pok%C3%A9mon),60,60,75,83,60,75,413
0497,Serperior,https://bulbapedia.bulbagarden.net/wiki/Serperior_(Pok%C3%A9mon),75,75,95,113,75,95,528
0498,Tepig,https://bulbapedia.bulbagarden.net/wiki/Tepig_(Pok%C3%A9mon),65,63,45,45,45,45,308
0499,Pignite,https://bulbapedia.bulbagarden.net/wiki/Pignite_(Pok%C3%A9mon),90,93,55,55,70,55,418
0500,Emboar,https://bulbapedia.bulbagarden.net/wiki/Emboar_(Pok%C3%A9mon),110,123,65,65,100,65,528
0500,Emboar Mega Emboar,https://bulbapedia.bulbagarden.net/wiki/Emboar_(Pok%C3%A9mon),110,148,75,75,110,110,628
0501,Oshawott,https://bulbapedia.bulbagarden.net/wiki/Oshawott_(Pok%C3%A9mon),55,55,45,45,63,45,308
0502,Dewott,https://bulbapedia.bulbagarden.net/wiki/Dewott_(Pok%C3%A9mon),75,75,60,60,83,60,413
0503,Samurott,https://bulbapedia.bulbagarden.net/wiki/Samurott_(Pok%C3%A9mon),95,100,85,70,108,70,528
0503,Samurott Hisuian Samurott,https://bulbapedia.bulbagarden.net/wiki/Samurott_(Pok%C3%A9mon),90,108,80,85,100,65,528
0504,Patrat,https://bulbapedia.bulbagarden.net/wiki/Patrat_(Pok%C3%A9mon),45,55,39,42,35,39,255
0505,Watchog,https://bulbapedia.bulbagarden.net/wiki/Watchog_(Pok%C3%A9mon),60,85,69,77,60,69,420
0506,Lillipup,https://bulbapedia.bulbagarden.net/wiki/Lillipup_(Pok%C3%A9mon),45,60,45,55,25,45,275
0507,Herdier,https://bulbapedia.bulbagarden.net/wiki/Herdier_(Pok%C3%A9mon),65,80,65,60,35,65,370
0508,Stoutland,https://bulbapedia.bulbagarden.net/wiki/Stoutland_(Pok%C3%A9mon),85,110,90,80,45,90,500
0509,Purrloin,https://bulbapedia.bulbagarden.net/wiki/Purrloin_(Pok%C3%A9mon),41,50,37,66,50,37,281
0510,Liepard,https://bulbapedia.bulbagarden.net/wiki/Liepard_(Pok%C3%A9mon),64,88,50,106,88,50,446
0511,Pansage,https://bulbapedia.bulbagarden.net/wiki/Pansage_(Pok%C3%A9mon),50,53,48,64,53,48,316
0512,Simisage,https://bulbapedia.bulbagarden.net/wiki/Simisage_(Pok%C3%A9mon),75,98,63,101,98,63,498
0513,Pansear,https://bulbapedia.bulbagarden.net/wiki/Pansear_(Pok%C3%A9mon),50,53,48,64,53,48,316
0514,Simisear,https://bulbapedia.bulbagarden.net/wiki/Simisear_(Pok%C3%A9mon),75,98,63,101,98,63,498
0515,Panpour,https://bulbapedia.bulbagarden.net/wiki/Panpour_(Pok%C3%A9mon),50,53,48,64,53,48,316
0516,Simipour,https://bulbapedia.bulbagarden.net/wiki/Simipour_(Pok%C3%A9mon),75,98,63,101,98,63,498
0517,Munna,https://bulbapedia.bulbagarden.net/wiki/Munna_(Pok%C3%A9mon),76,25,45,24,67,55,292
0518,Musharna,https://bulbapedia.bulbagarden.net/wiki/Musharna_(Pok%C3%A9mon),116,55,85,29,107,95,487
0519,Pidove,https://bulbapedia.bulbagarden.net/wiki/Pidove_(Pok%C3%A9mon),50,55,50,43,36,30,264
0520,Tranquill,https://bulbapedia.bulbagarden.net/wiki/Tranquill_(Pok%C3%A9mon),62,77,62,65,50,42,358
0521,Unfezant,https://bulbapedia.bulbagarden.net/wiki/Unfezant_(Pok%C3%A9mon),80,115,80,93,65,55,488
